Cyclone_Frequency,Depth_m,ClimSST,Country_Name,Distance_to_Shore,Exposure,Turbidity,Bleaching_Level,Temperature_Maximum,SSTA,TSA,Percent_Bleaching,Percent_Cover
54.02,10.0,302.3,Philippines,401.89,Sheltered,0.0878,Population,305.45,1.24,0.94,10.0,20.0
54.02,10.0,302.3,Philippines,401.89,Sheltered,0.0878,Population,305.45,1.24,0.94,10.0,4.38
54.02,9.0,302.66,Philippines,124.87,Sheltered,0.0878,Population,305.45,2.02,1.48,10.0,26.88
54.02,9.0,302.66,Philippines,124.87,Sheltered,0.0878,Population,305.45,2.02,1.48,10.0,0.0
54.82,3.0,302.06,Philippines,56.36,Sheltered,0.0845,Population,305.67,1.1,0.59,10.0,20.0
54.82,3.0,302.06,Philippines,56.36,Sheltered,0.0845,Population,305.67,1.1,0.59,10.0,2.5
53.06,5.0,302.62,Philippines,230.13,Sheltered,0.0989,Population,305.42,2.83,2.24,10.0,38.75
53.06,5.0,302.62,Philippines,230.13,Sheltered,0.0989,Population,305.42,2.83,2.24,10.0,0.0
55.8,9.0,302.77,Philippines,5149.25,Sheltered,0.0813,Population,305.7,2.93,2.38,10.0,23.12
55.8,9.0,302.77,Philippines,5149.25,Sheltered,0.0813,Population,305.7,2.93,2.38,10.0,0.0
52.67,5.0,301.96,Philippines,228.79,Sometimes,0.0572,Population,305.6,0.68,0.31,10.0,41.88
52.67,5.0,301.96,Philippines,228.79,Sometimes,0.0572,Population,305.6,0.68,0.31,10.0,3.12
52.67,6.0,262.15,Philippines,17.51,Sheltered,0.0534,Population,305.55,-0.03,-1.85,10.0,58.12
52.67,6.0,262.15,Philippines,17.51,Sheltered,0.0534,Population,305.55,-0.03,-1.85,10.0,5.62
50.27,4.0,302.03,Thailand,324.89,Sheltered,0.0584,Population,306.89,0.26,-0.78,10.0,72.5
50.27,4.0,302.03,Thailand,324.89,Sheltered,0.0584,Population,306.89,0.26,-0.78,10.0,1.25
49.29,7.0,301.59,Malaysia,62.02,Sheltered,0.0906,Population,305.32,-0.88,-1.93,10.0,62.5
49.29,7.0,301.59,Malaysia,62.02,Sheltered,0.0906,Population,305.32,-0.88,-1.93,10.0,0.0
52.67,3.0,262.15,Philippines,182.85,Sheltered,0.0572,Population,305.55,0.52,0.02,10.0,41.25
52.67,3.0,262.15,Philippines,182.85,Sheltered,0.0572,Population,305.55,0.52,0.02,10.0,5.62
50.97,12.0,303.06,Indonesia,174.1,Sheltered,0.0692,Population,307.25,1.03,0.17,10.25,29.38
50.97,12.0,303.06,Indonesia,174.1,Sheltered,0.0692,Population,307.25,1.03,0.17,10.25,0.0
54.44,12.0,303.11,Malaysia,3615.58,Sometimes,0.0757,Population,305.52,-1.14,-1.35,10.25,65.62
54.44,12.0,303.11,Malaysia,3615.58,Sometimes,0.0757,Population,305.52,-1.14,-1.35,10.25,0.0
51.73,4.0,262.15,Philippines,240.11,Sheltered,0.0671,Population,305.56,1.17,0.43,10.25,72.5
51.73,4.0,262.15,Philippines,240.11,Sheltered,0.0671,Population,305.56,1.17,0.43,10.25,0.0
54.86,12.0,301.76,Indonesia,496.65,Sometimes,0.0613,Population,304.91,0.86,0.63,10.5,32.5
54.86,12.0,301.76,Indonesia,496.65,Sometimes,0.0613,Population,304.91,0.86,0.63,10.5,3.12
54.04,6.0,303.19,Malaysia,1564.61,Sheltered,0.0692,Population,305.48,0.3,-0.33,10.5,31.88
54.04,6.0,303.19,Malaysia,1564.61,Sheltered,0.0692,Population,305.48,0.3,-0.33,10.5,16.25
52.98,11.0,303.03,Malaysia,11587.71,Exposed,0.1586,Population,306.32,1.18,0.35,10.75,53.12
52.98,11.0,303.03,Malaysia,11587.71,Exposed,0.1586,Population,306.32,1.18,0.35,10.75,3.12
54.44,14.0,302.93,Malaysia,1435.1,Sometimes,0.077,Population,305.81,0.24,0.18,11.0,36.25
54.44,14.0,302.93,Malaysia,1435.1,Sometimes,0.077,Population,305.81,0.24,0.18,11.0,1.88
52.85,7.0,302.7,Philippines,185.64,Sheltered,0.0571,Population,306.11,-0.01,-1.39,11.0,30.0
52.85,7.0,302.7,Philippines,185.64,Sheltered,0.0571,Population,306.11,-0.01,-1.39,11.0,1.25
47.39,3.0,302.61,Indonesia,264.23,Exposed,0.0442,Population,305.45,0.41,-0.11,11.25,30.62
47.39,3.0,302.61,Indonesia,264.23,Exposed,0.0442,Population,305.45,0.41,-0.11,11.25,1.25
47.39,4.0,301.97,Indonesia,144.8,Sheltered,0.0372,Population,305.44,-0.39,-0.4,11.25,23.12
47.39,4.0,301.97,Indonesia,144.8,Sheltered,0.0372,Population,305.44,-0.39,-0.4,11.25,2.5
47.39,8.0,302.04,Indonesia,411.18,Exposed,0.0442,Population,305.45,0.63,-0.55,11.25,10.62
47.39,8.0,302.04,Indonesia,411.18,Exposed,0.0442,Population,305.45,0.63,-0.55,11.25,1.25
50.27,8.0,302.03,Thailand,324.89,Sheltered,0.0584,Population,306.89,0.26,-0.78,11.25,37.5
50.27,8.0,302.03,Thailand,324.89,Sheltered,0.0584,Population,306.89,0.26,-0.78,11.25,3.12
50.27,4.0,303.37,Thailand,109.09,Sheltered,0.0568,Population,306.89,1.63,1.47,11.25,70.0
50.27,4.0,303.37,Thailand,109.09,Sheltered,0.0568,Population,306.89,1.63,1.47,11.25,0.0
52.67,4.0,262.15,Philippines,681.69,Exposed,0.0572,Population,305.55,0.52,0.02,11.25,18.75
52.67,4.0,262.15,Philippines,681.69,Exposed,0.0572,Population,305.55,0.52,0.02,11.25,10.62
54.44,12.0,302.84,Malaysia,5925.24,Sometimes,0.057,Population,305.54,0.24,0.16,11.5,38.75
54.44,12.0,302.84,Malaysia,5925.24,Sometimes,0.057,Population,305.54,0.24,0.16,11.5,0.62
47.56,10.0,301.84,Indonesia,125.08,Sheltered,0.0488,Population,305.95,0.43,0.02,11.75,28.75
47.56,10.0,301.84,Indonesia,125.08,Sheltered,0.0488,Population,305.95,0.43,0.02,11.75,4.38
54.44,5.0,302.9,Malaysia,905.67,Sometimes,0.0612,Population,305.81,0.01,-0.03,11.75,35.0
54.44,5.0,302.9,Malaysia,905.67,Sometimes,0.0612,Population,305.81,0.01,-0.03,11.75,0.0
52.11,5.0,302.93,Philippines,226.14,Sheltered,0.0551,Population,305.6,0.79,0.25,12.25,58.12
52.11,5.0,302.93,Philippines,226.14,Sheltered,0.0551,Population,305.6,0.79,0.25,12.25,19.38
50.49,5.0,301.24,Indonesia,443.09,Sheltered,0.0707,Colony,305.26,1.6,-0.09,12.27,69.5
50.01,4.0,262.15,Cambodia,45.67,Sheltered,0.1135,Population,306.94,0.93,-0.61,12.5,0.62
50.01,4.0,262.15,Cambodia,45.67,Sheltered,0.1135,Population,306.94,0.93,-0.61,12.5,24.38
47.39,4.0,302.59,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.66,0.07,12.5,36.25
47.39,4.0,302.59,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.66,0.07,12.5,3.75
47.39,4.0,301.03,Indonesia,216.25,Sheltered,0.0849,Population,305.47,0.01,-0.22,12.5,24.38
47.39,4.0,301.03,Indonesia,216.25,Sheltered,0.0849,Population,305.47,0.01,-0.22,12.5,2.5
49.52,6.0,302.37,Malaysia,18.56,Sheltered,0.0612,Population,305.82,1.16,-0.24,12.5,15.0
49.52,6.0,302.37,Malaysia,18.56,Sheltered,0.0612,Population,305.82,1.16,-0.24,12.5,9.38
52.98,11.0,303.2,Malaysia,11574.91,Exposed,0.1586,Population,306.32,-0.57,-0.83,12.5,36.25
52.98,11.0,303.2,Malaysia,11574.91,Exposed,0.1586,Population,306.32,-0.57,-0.83,12.5,3.12
54.59,6.0,301.9,Malaysia,3251.95,Sheltered,0.0678,Population,304.7,-0.59,-0.77,12.5,56.25
54.59,6.0,301.9,Malaysia,3251.95,Sheltered,0.0678,Population,304.7,-0.59,-0.77,12.5,5.62
54.59,10.0,302.29,Malaysia,449.93,Sheltered,0.07,Population,304.67,-0.66,-1.75,12.5,10.62
54.59,10.0,302.29,Malaysia,449.93,Sheltered,0.07,Population,304.67,-0.66,-1.75,12.5,0.0
54.59,11.0,301.91,Malaysia,731.97,Sheltered,0.07,Population,304.67,-0.58,-0.72,12.5,16.88
54.59,11.0,301.91,Malaysia,731.97,Sheltered,0.07,Population,304.67,-0.58,-0.72,12.5,0.62
49.62,9.0,262.15,Malaysia,47.5,Exposed,0.0513,Population,305.89,0.16,-0.76,12.5,3.12
49.62,9.0,262.15,Malaysia,47.5,Exposed,0.0513,Population,305.89,0.16,-0.76,12.5,6.25
54.07,5.0,303.06,Malaysia,3023.99,Sheltered,0.1866,Population,305.31,0.14,0.14,12.5,35.62
54.07,5.0,303.06,Malaysia,3023.99,Sheltered,0.1866,Population,305.31,0.14,0.14,12.5,14.38
52.79,5.0,302.75,Philippines,134.35,Sheltered,0.0562,Population,305.2,0.98,0.63,12.5,50.62
52.79,5.0,302.75,Philippines,134.35,Sheltered,0.0562,Population,305.2,0.98,0.63,12.5,11.25
55.83,5.0,262.15,Philippines,57.51,Sheltered,0.1162,Population,305.32,1.68,0.65,12.5,28.75
55.83,5.0,262.15,Philippines,57.51,Sheltered,0.1162,Population,305.32,1.68,0.65,12.5,0.62
50.27,10.0,302.05,Thailand,73.88,Exposed,0.0565,Population,306.89,-0.07,-1.45,12.5,18.75
50.27,10.0,302.05,Thailand,73.88,Exposed,0.0565,Population,306.89,-0.07,-1.45,12.5,3.75
47.39,4.0,300.57,Indonesia,218.19,Sheltered,0.0372,Population,305.44,-0.71,-2.28,12.5,24.38
47.39,4.0,300.57,Indonesia,218.19,Sheltered,0.0372,Population,305.44,-0.71,-2.28,12.5,3.12
54.44,11.0,302.97,Malaysia,3892.4,Sometimes,0.057,Population,305.54,-0.15,-0.28,12.75,50.62
54.44,11.0,302.97,Malaysia,3892.4,Sometimes,0.057,Population,305.54,-0.15,-0.28,12.75,0.0
49.29,4.0,301.82,Malaysia,79.01,Sheltered,0.0906,Population,305.32,-0.14,-1.59,12.75,82.5
49.29,4.0,301.82,Malaysia,79.01,Sheltered,0.0906,Population,305.32,-0.14,-1.59,12.75,0.0
35.76,4.0,300.66,Indonesia,146.72,Sheltered,0.0416,Colony,305.54,1.56,-0.09,12.99,49.0
46.0,6.0,300.07,Indonesia,320.06,Sheltered,0.053,Colony,305.77,0.84,0.16,13.0,10.62
54.44,14.0,302.9,Malaysia,1831.52,Sometimes,0.0612,Population,305.81,0.01,-0.03,13.25,37.5
54.44,14.0,302.9,Malaysia,1831.52,Sometimes,0.0612,Population,305.81,0.01,-0.03,13.25,1.25
55.58,5.0,262.15,Philippines,288.98,Sheltered,0.0503,Population,306.2,-0.23,-0.61,13.25,60.0
55.58,5.0,262.15,Philippines,288.98,Sheltered,0.0503,Population,306.2,-0.23,-0.61,13.25,0.0
47.04,5.0,302.12,Indonesia,45.54,Sheltered,0.032,Population,306.32,1.19,0.85,13.5,60.0
47.04,5.0,302.12,Indonesia,45.54,Sheltered,0.032,Population,306.32,1.19,0.85,13.5,0.0
47.39,7.0,301.76,Indonesia,144.8,Sheltered,0.0372,Population,305.44,1.78,1.27,13.75,8.75
47.39,7.0,301.76,Indonesia,144.8,Sheltered,0.0372,Population,305.44,1.78,1.27,13.75,11.25
50.97,12.0,302.93,Indonesia,410.27,Sheltered,0.088,Population,307.25,-0.65,-1.53,13.75,38.12
50.97,12.0,302.93,Indonesia,410.27,Sheltered,0.088,Population,307.25,-0.65,-1.53,13.75,0.0
48.82,2.0,302.08,Malaysia,100.92,Sheltered,0.0988,Population,306.29,0.43,-0.82,13.75,62.5
48.82,2.0,302.08,Malaysia,100.92,Sheltered,0.0988,Population,306.29,0.43,-0.82,13.75,3.12
54.38,10.0,301.37,Malaysia,828.79,Sheltered,0.1022,Population,305.2,1.39,1.04,13.75,5.0
54.38,10.0,301.37,Malaysia,828.79,Sheltered,0.1022,Population,305.2,1.39,1.04,13.75,1.88
49.63,6.0,302.77,Malaysia,67.53,Sheltered,0.056,Population,306.01,0.5,0.32,13.75,67.5
49.63,6.0,302.77,Malaysia,67.53,Sheltered,0.056,Population,306.01,0.5,0.32,13.75,7.5
54.44,12.0,302.93,Malaysia,1024.04,Sometimes,0.0612,Population,305.81,0.66,0.62,13.75,32.5
54.44,12.0,302.93,Malaysia,1024.04,Sometimes,0.0612,Population,305.81,0.66,0.62,13.75,0.0
55.98,3.0,301.84,Philippines,429.57,Sheltered,0.0467,Population,307.48,-0.09,-0.36,13.75,22.5
55.98,3.0,301.84,Philippines,429.57,Sheltered,0.0467,Population,307.48,-0.09,-0.36,13.75,13.75
57.84,10.0,302.82,Philippines,423.0,Sheltered,0.0466,Population,306.52,0.95,0.85,13.75,43.75
57.84,10.0,302.82,Philippines,423.0,Sheltered,0.0466,Population,306.52,0.95,0.85,13.75,0.0
52.67,5.0,301.95,Philippines,90.28,Exposed,0.0572,Population,305.6,0.61,0.14,13.75,21.88
52.67,5.0,301.95,Philippines,90.28,Exposed,0.0572,Population,305.6,0.61,0.14,13.75,20.0
53.26,6.0,262.15,Philippines,506.25,Sheltered,0.0535,Population,305.46,0.62,0.08,14.5,36.88
53.26,6.0,262.15,Philippines,506.25,Sheltered,0.0535,Population,305.46,0.62,0.08,14.5,0.62
49.35,3.0,302.02,Indonesia,103.05,Exposed,0.0567,Colony,305.29,0.85,0.86,14.59,43.88
54.41,10.0,302.61,Malaysia,9725.73,Sheltered,0.1387,Population,305.54,1.15,0.59,14.75,9.38
54.41,10.0,302.61,Malaysia,9725.73,Sheltered,0.1387,Population,305.54,1.15,0.59,14.75,35.0
47.39,4.0,302.27,Indonesia,144.8,Sheltered,0.0372,Population,305.44,1.23,0.23,15.0,18.75
47.39,4.0,302.27,Indonesia,144.8,Sheltered,0.0372,Population,305.44,1.23,0.23,15.0,0.62
47.39,7.0,301.88,Indonesia,235.79,Sheltered,0.0442,Population,305.47,-0.08,-0.95,15.0,41.25
47.39,7.0,301.88,Indonesia,235.79,Sheltered,0.0442,Population,305.47,-0.08,-0.95,15.0,3.12
49.48,6.0,262.15,Malaysia,26.6,Sheltered,0.057,Population,305.66,1.34,1.22,15.0,82.5
49.48,6.0,262.15,Malaysia,26.6,Sheltered,0.057,Population,305.66,1.34,1.22,15.0,3.12
54.24,12.0,302.72,Malaysia,20111.46,Sheltered,0.0803,Population,305.13,0.5,0.33,15.0,22.5
54.24,12.0,302.72,Malaysia,20111.46,Sheltered,0.0803,Population,305.13,0.5,0.33,15.0,1.25
49.82,5.0,302.47,Malaysia,56.34,Sheltered,0.0513,Population,305.52,0.21,0.21,15.0,45.62
49.82,5.0,302.47,Malaysia,56.34,Sheltered,0.0513,Population,305.52,0.21,0.21,15.0,7.5
49.82,4.0,301.79,Malaysia,92.36,Sheltered,0.0513,Population,305.52,0.38,-0.29,15.0,54.38
49.82,4.0,301.79,Malaysia,92.36,Sheltered,0.0513,Population,305.52,0.38,-0.29,15.0,22.5
49.82,4.0,301.9,Malaysia,92.36,Sheltered,0.0513,Population,305.52,0.14,-0.13,15.0,49.38
49.82,4.0,301.9,Malaysia,92.36,Sheltered,0.0513,Population,305.52,0.14,-0.13,15.0,25.62
49.82,5.0,301.82,Malaysia,44.21,Exposed,0.0513,Population,305.52,0.89,0.41,15.0,66.88
49.82,5.0,301.82,Malaysia,44.21,Exposed,0.0513,Population,305.52,0.89,0.41,15.0,1.25
49.78,8.0,302.17,Malaysia,163.9,Exposed,0.0782,Population,306.34,0.63,0.06,15.0,55.0
49.78,8.0,302.17,Malaysia,163.9,Exposed,0.0782,Population,306.34,0.63,0.06,15.0,13.75
49.54,5.0,302.37,Malaysia,95.71,Sheltered,0.052,Population,306.25,1.71,0.83,15.0,42.5
49.54,5.0,302.37,Malaysia,95.71,Sheltered,0.052,Population,306.25,1.71,0.83,15.0,9.38
54.44,11.0,302.3,Malaysia,1024.04,Sometimes,0.0612,Population,305.81,0.71,0.68,15.0,51.88
54.44,11.0,302.3,Malaysia,1024.04,Sometimes,0.0612,Population,305.81,0.71,0.68,15.0,0.62
49.52,4.0,302.85,Malaysia,31.16,Sheltered,0.0465,Population,305.42,0.71,0.65,15.0,50.0
49.52,4.0,302.85,Malaysia,31.16,Sheltered,0.0465,Population,305.42,0.71,0.65,15.0,3.75
53.74,5.0,303.3,Malaysia,330.32,Sheltered,0.0914,Population,305.98,0.46,0.4,15.0,64.38
53.74,5.0,303.3,Malaysia,330.32,Sheltered,0.0914,Population,305.98,0.46,0.4,15.0,5.0
52.97,4.0,262.15,Philippines,949.25,Sheltered,0.1754,Population,305.04,1.52,0.72,15.0,18.12
52.97,4.0,262.15,Philippines,949.25,Sheltered,0.1754,Population,305.04,1.52,0.72,15.0,0.62
57.84,12.0,302.77,Philippines,383.03,Sheltered,0.0466,Population,306.44,0.99,0.87,15.0,41.25
57.84,12.0,302.77,Philippines,383.03,Sheltered,0.0466,Population,306.44,0.99,0.87,15.0,0.0
53.26,5.0,262.15,Philippines,177.41,Sometimes,0.0535,Population,305.46,0.7,0.27,15.0,61.25
53.26,5.0,262.15,Philippines,177.41,Sometimes,0.0535,Population,305.46,0.7,0.27,15.0,20.62
47.94,9.0,262.15,Philippines,1579.1,Sheltered,0.0798,Population,305.41,0.05,-2.85,15.0,40.0
47.94,9.0,262.15,Philippines,1579.1,Sheltered,0.0798,Population,305.41,0.05,-2.85,15.0,5.0
53.23,3.0,302.47,Philippines,55.01,Sheltered,0.0571,Population,305.54,-0.47,-2.42,15.25,75.62
53.23,3.0,302.47,Philippines,55.01,Sheltered,0.0571,Population,305.54,-0.47,-2.42,15.25,0.0
52.98,11.0,303.18,Malaysia,11305.05,Exposed,0.1771,Population,306.21,0.99,0.26,15.5,50.62
52.98,11.0,303.18,Malaysia,11305.05,Exposed,0.1771,Population,306.21,0.99,0.26,15.5,3.12
52.79,5.0,302.45,Philippines,134.35,Sheltered,0.0562,Population,305.2,0.29,-1.61,15.75,58.75
52.79,5.0,302.45,Philippines,134.35,Sheltered,0.0562,Population,305.2,0.29,-1.61,15.75,3.12
51.41,5.0,302.42,Philippines,102.15,Sheltered,0.0663,Population,305.35,1.32,1.32,16.0,34.38
51.41,5.0,302.42,Philippines,102.15,Sheltered,0.0663,Population,305.35,1.32,1.32,16.0,15.62
49.88,3.0,303.61,Cambodia,57.01,Sheltered,0.1002,Population,307.01,1.61,0.73,16.25,10.0
49.88,3.0,303.61,Cambodia,57.01,Sheltered,0.1002,Population,307.01,1.61,0.73,16.25,0.0
54.38,8.0,301.49,Malaysia,7839.12,Sheltered,0.0762,Population,305.07,0.67,0.11,16.25,14.38
54.38,8.0,301.49,Malaysia,7839.12,Sheltered,0.0762,Population,305.07,0.67,0.11,16.25,11.25
54.86,6.0,301.46,Indonesia,457.52,Sometimes,0.0613,Population,304.91,-0.3,-0.63,16.5,18.12
54.86,6.0,301.46,Indonesia,457.52,Sometimes,0.0613,Population,304.91,-0.3,-0.63,16.5,0.0
48.16,10.0,262.15,Indonesia,28.36,Exposed,0.0408,Population,305.59,1.62,1.22,17.25,13.75
48.16,10.0,262.15,Indonesia,28.36,Exposed,0.0408,Population,305.59,1.62,1.22,17.25,1.88
47.39,3.0,301.52,Indonesia,107.79,Sheltered,0.0849,Population,305.47,0.17,-0.48,17.5,18.75
47.39,3.0,301.52,Indonesia,107.79,Sheltered,0.0849,Population,305.47,0.17,-0.48,17.5,10.62
52.98,11.0,303.27,Malaysia,11574.91,Exposed,0.1586,Population,306.32,-0.68,-0.85,17.5,45.62
52.98,11.0,303.27,Malaysia,11574.91,Exposed,0.1586,Population,306.32,-0.68,-0.85,17.5,1.25
49.78,4.0,302.17,Malaysia,196.52,Exposed,0.0782,Population,306.34,0.63,0.06,17.5,33.12
49.78,4.0,302.17,Malaysia,196.52,Exposed,0.0782,Population,306.34,0.63,0.06,17.5,0.62
54.44,10.0,302.61,Malaysia,5196.36,Sometimes,0.057,Population,305.54,0.16,0.11,17.5,40.0
54.44,10.0,302.61,Malaysia,5196.36,Sometimes,0.057,Population,305.54,0.16,0.11,17.5,0.0
52.67,5.0,262.15,Philippines,858.54,Exposed,0.0572,Population,305.55,0.52,0.02,17.5,23.12
52.67,5.0,262.15,Philippines,858.54,Exposed,0.0572,Population,305.55,0.52,0.02,17.5,0.62
47.56,5.0,301.84,Indonesia,125.08,Sheltered,0.0488,Population,305.95,0.43,0.02,18.0,43.12
47.56,5.0,301.84,Indonesia,125.08,Sheltered,0.0488,Population,305.95,0.43,0.02,18.0,1.25
49.52,6.0,301.92,Malaysia,81.42,Sheltered,0.0637,Population,305.42,-0.24,-0.68,18.75,48.12
49.52,6.0,301.92,Malaysia,81.42,Sheltered,0.0637,Population,305.42,-0.24,-0.68,18.75,3.75
54.44,10.0,302.28,Malaysia,5196.36,Sometimes,0.057,Population,305.54,0.67,0.59,18.75,33.12
54.44,10.0,302.28,Malaysia,5196.36,Sometimes,0.057,Population,305.54,0.67,0.59,18.75,0.0
49.35,3.0,302.02,Indonesia,109.79,Exposed,0.0567,Colony,305.29,0.85,0.86,19.66,49.62
47.39,4.0,301.85,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.21,-1.54,20.0,39.38
47.39,4.0,301.85,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.21,-1.54,20.0,1.25
47.39,4.0,301.67,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.17,-0.49,20.0,28.12
47.39,4.0,301.67,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.17,-0.49,20.0,0.0
47.39,8.0,301.67,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.17,-0.49,20.0,43.75
47.39,8.0,301.67,Indonesia,158.91,Sheltered,0.0442,Population,305.47,0.17,-0.49,20.0,9.38
47.39,12.0,301.88,Indonesia,693.02,Sometimes,0.0849,Population,305.47,-0.08,-0.95,20.0,21.25
47.39,12.0,301.88,Indonesia,693.02,Sometimes,0.0849,Population,305.47,-0.08,-0.95,20.0,0.0
54.38,10.0,302.36,Malaysia,828.79,Sheltered,0.1022,Population,305.2,0.51,0.42,20.0,7.5
54.38,10.0,302.36,Malaysia,828.79,Sheltered,0.1022,Population,305.2,0.51,0.42,20.0,3.12
49.82,7.0,301.82,Malaysia,44.21,Exposed,0.0513,Population,305.54,0.32,-0.59,20.0,61.88
49.82,7.0,301.82,Malaysia,44.21,Exposed,0.0513,Population,305.54,0.32,-0.59,20.0,1.88
49.78,8.0,302.17,Malaysia,158.74,Exposed,0.0782,Population,306.34,0.63,0.06,20.0,59.38
49.78,8.0,302.17,Malaysia,158.74,Exposed,0.0782,Population,306.34,0.63,0.06,20.0,20.0
53.89,5.0,303.02,Malaysia,232.26,Sheltered,0.1595,Population,305.88,1.24,0.81,20.0,29.38
53.89,5.0,303.02,Malaysia,232.26,Sheltered,0.1595,Population,305.88,1.24,0.81,20.0,0.0
55.58,5.0,302.0,Philippines,380.3,Sheltered,0.0503,Population,305.43,0.35,0.0,20.0,38.75
55.58,5.0,302.0,Philippines,380.3,Sheltered,0.0503,Population,305.43,0.35,0.0,20.0,3.75
56.63,6.0,302.33,Philippines,488.94,Sheltered,0.0746,Population,311.01,-1.08,-1.32,20.0,16.25
56.63,6.0,302.33,Philippines,488.94,Sheltered,0.0746,Population,311.01,-1.08,-1.32,20.0,13.75
48.83,5.0,302.34,Philippines,127.51,Sheltered,0.0569,Population,306.2,-1.13,-1.76,20.0,13.12
48.83,5.0,302.34,Philippines,127.51,Sheltered,0.0569,Population,306.2,-1.13,-1.76,20.0,0.0
55.33,4.0,302.35,Philippines,460.66,Sheltered,0.062,Population,305.73,-1.37,-1.95,20.0,23.12
55.33,4.0,302.35,Philippines,460.66,Sheltered,0.062,Population,305.73,-1.37,-1.95,20.0,0.0
53.06,5.0,302.62,Philippines,387.25,Sheltered,0.0989,Population,305.42,2.83,2.24,20.0,64.38
53.06,5.0,302.62,Philippines,387.25,Sheltered,0.0989,Population,305.42,2.83,2.24,20.0,0.0
55.8,13.0,302.77,Philippines,5149.25,Sheltered,0.0813,Population,305.7,2.93,2.38,20.0,25.0
55.8,13.0,302.77,Philippines,5149.25,Sheltered,0.0813,Population,305.7,2.93,2.38,20.0,0.0
50.33,6.0,302.17,Philippines,89.0,Sheltered,0.0946,Population,306.39,1.03,0.65,20.0,10.62
50.33,6.0,302.17,Philippines,89.0,Sheltered,0.0946,Population,306.39,1.03,0.65,20.0,1.88
53.23,5.0,302.75,Philippines,279.23,Sheltered,0.0552,Population,305.54,1.58,1.24,20.0,58.12
53.23,5.0,302.75,Philippines,279.23,Sheltered,0.0552,Population,305.54,1.58,1.24,20.0,10.62
48.35,3.0,301.98,Philippines,279.76,Sheltered,0.0805,Population,305.27,-0.01,-0.02,20.0,32.5
48.35,3.0,301.98,Philippines,279.76,Sheltered,0.0805,Population,305.27,-0.01,-0.02,20.0,0.0
50.27,4.0,302.26,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.82,0.38,20.0,36.25
50.27,4.0,302.26,Thailand,182.74,Sheltered,0.0568,Population,306.79,0.82,0.38,20.0,33.12
50.27,8.0,302.77,Thailand,109.09,Sheltered,0.0568,Population,306.89,3.31,3.27,20.0,41.88
50.27,8.0,302.77,Thailand,109.09,Sheltered,0.0568,Population,306.89,3.31,3.27,20.0,0.0
50.27,5.0,302.03,Thailand,109.09,Sheltered,0.0568,Population,306.89,1.44,0.29,20.0,41.88
50.27,5.0,302.03,Thailand,109.09,Sheltered,0.0568,Population,306.89,1.44,0.29,20.0,0.0
47.39,8.0,301.85,Indonesia,235.34,Sheltered,0.0849,Population,305.47,0.21,-1.54,20.0,25.62
47.39,8.0,301.85,Indonesia,235.34,Sheltered,0.0849,Population,305.47,0.21,-1.54,20.0,1.25
49.37,4.0,303.0,Malaysia,112.94,Sheltered,0.0526,Population,304.97,-0.55,-0.99,20.25,60.0
49.37,4.0,303.0,Malaysia,112.94,Sheltered,0.0526,Population,304.97,-0.55,-0.99,20.25,5.62
56.1,6.0,302.02,Philippines,220.11,Sheltered,0.0503,Population,304.92,-0.14,-0.53,20.75,56.25
56.1,6.0,302.02,Philippines,220.11,Sheltered,0.0503,Population,304.92,-0.14,-0.53,20.75,0.62
53.74,2.0,301.83,Philippines,237.54,Sheltered,0.0691,Population,305.07,0.44,0.34,21.0,25.62
53.74,2.0,301.83,Philippines,237.54,Sheltered,0.0691,Population,305.07,0.44,0.34,21.0,4.38
52.98,11.0,303.16,Malaysia,11753.74,Exposed,0.1771,Population,306.21,1.26,0.46,21.25,63.75
52.98,11.0,303.16,Malaysia,11753.74,Exposed,0.1771,Population,306.21,1.26,0.46,21.25,1.25
49.62,8.0,302.88,Malaysia,57.65,Sheltered,0.0444,Population,305.91,-0.01,-0.2,21.25,24.38
49.62,8.0,302.88,Malaysia,57.65,Sheltered,0.0444,Population,305.91,-0.01,-0.2,21.25,12.5
54.49,6.0,302.0,Philippines,320.2,Sheltered,0.044,Population,305.41,-0.96,-1.14,21.25,56.25
54.49,6.0,302.0,Philippines,320.2,Sheltered,0.044,Population,305.41,-0.96,-1.14,21.25,0.0
52.67,5.0,301.96,Philippines,273.09,Sometimes,0.0572,Population,305.6,0.68,0.31,21.25,40.62
52.67,5.0,301.96,Philippines,273.09,Sometimes,0.0572,Population,305.6,0.68,0.31,21.25,1.25
50.27,10.0,302.07,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.43,-1.35,21.25,76.88
50.27,10.0,302.07,Thailand,182.74,Sheltered,0.0568,Population,306.79,-0.43,-1.35,21.25,0.62
47.27,10.0,301.61,Indonesia,76.93,Sometimes,0.0453,Population,305.38,0.25,-0.8,21.25,50.62
47.27,10.0,301.61,Indonesia,76.93,Sometimes,0.0453,Population,305.38,0.25,-0.8,21.25,0.0
